################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Post first-round Questionnaire
# Format: CSV with header
#
# The questionnaire filled-in by the participants at the end of the experiment (version
# proposed to the participants after the first round of the official election)
# For most questions, the participants were free not to answer at all (empty value)
# or explicitly they do not want to answer (value "nspp").
#
# * Column 1: Voter number
# * Colums 2-12: Appreciation of voting methods (-2, -1, 0, 1, 2) (NP) means that the
#   voter did not test this method. No value means that the voter did not answer.
#   - Column 2: Approval
#   - Column 3: Evaluation 0/1/2
#   - Column 4: Evaluation 0/1/2/3
#   - Column 5: Evaluation -1/0/1/2
#   - Column 6: Evaluation -1/0/1
#   - Column 7: Borda 4
#   - Column 8: STV 4-11
#   - Column 9: STV 1-11
#   - Column 10: Evaluation Continuous
#   - Column 11: Condorcet
#   - Column 12: two round majority
# * Column 13: what did you do at the first round of the official election?
#   (vote for candidate X / blanc = blank / abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 14: did you vote sincerely? (t = yes / f = no)
# * Column 15: did you vote strategically? (t = yes / f = no)
# * Column 16: did you have another motivation? (free text)
# * Column 17: now that you know the results of the first round, do you think you did the right choice?
#   (-2 = not at all / -1 = rather not / 1 = rather yes / 2 = absolutely)
# * Column 18: if you could revote, what would you do? (vote for candidate X / blanc = blank /
#   abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 19: if you are noty satisfied, is it because you should have voted sincerely? (t = yes / f = no)
# * Column 20: if you are noty satisfied, is it because you should have voted strategically? (t = yes / f = no)
# * Column 21: if you are noty satisfied, is it for another reason? (free text)
# * Column 22: What do you plan to do for the second round of the official election?
#   (vote for candidate X / blanc = blank / abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 23: vote is a right (t = yes / f = no)
# * Column 24: vote is a duty (t = yes / f = no)
# * Column 25: vote is a chance (t = yes / f = no)
# * Column 26: vote is useful (t = yes / f = no)
# * Column 27: evaluate your position on a left / right axis (0 = left ... 10 = right)
# * Column 28: age group (18-29, 30-39, 40-49, 50-59, 60-69, 70)
# * Column 29: gender (h = male / f = female)
# * Column 30: level of education (primaire = basic / secondaire = intermediate / superieur = higher)
# * Column 31: socio-professional category (liberal = "profession libérale", approximately self-employed
#   independent profession / prive = employee in the private sector /
#   public = employee in the public sector / chomage = unemployed / etudiant = student / autre = other)
#
################################################################################
"Voter","Appreciation Approval","Appreciation Evaluation 0/1/2","Appreciation Evaluation 0/1/2/3","Appreciation Evaluation -1/0/1/2","Appreciation Evaluation -1/0/1","Appreciation Borda 4","Appreciation STV 4-11","Appreciation STV 1-11","Appreciation Evaluation Continuous","Appreciation Condorcet","Appreciation two round majority","official vote","I voted sincerely","I voted strategically","Other motivation","Regret evaluation","I should have voted...","I should have voted sincerely","I should have voted strategically","I should have voted otherwise","second round","vote is a right","vote is a duty","vote is a chance","vote is useful","left right","age","gender","studies","socioprofessional"
"Voter 35896","","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","abstention","f","f","","2","abstention","f","f","","abstention","","","","","","18-29","h","superieur","etudiant"
"Voter 35897","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","Emmanuel Macron","f","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","18-29","f","superieur","etudiant"
"Voter 35898","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","","","","","","30-39","f","superieur","prive"
"Voter 35899","","(NP)","(NP)","(NP)","","","(NP)","(NP)","","","","Emmanuel Macron","t","f","il est jeune et ça ne peut que oxygéner la France, devenue poussiérieuse","2","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","40-49","f","superieur","liberal"
"Voter 35900","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","50-59","h","superieur","prive"
"Voter 35901","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","f","superieur","etudiant"
"Voter 35902","1","(NP)","2","(NP)","(NP)","(NP)","(NP)","1","","","-1","Emmanuel Macron","f","f","","1","","f","f","","Emmanuel Macron","","","","","5","30-39","f","superieur","nspp"
"Voter 35903","(NP)","(NP)","","","(NP)","","(NP)","(NP)","","","","Emmanuel Macron","f","t","","1","Emmanuel Macron","t","f","","Emmanuel Macron","","","","","","18-29","f","superieur","etudiant"
"Voter 35904","","(NP)","(NP)","","(NP)","(NP)","","(NP)","","","","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","18-29","h","superieur","etudiant"
"Voter 35905","","(NP)","(NP)","(NP)","","(NP)","(NP)","","","","","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","","","","","","18-29","f","superieur","etudiant"
"Voter 35906","(NP)","1","(NP)","(NP)","1","(NP)","(NP)","-1","","","2","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","t","t","t","t","1","30-39","f","superieur","prive"
"Voter 35907","","(NP)","(NP)","","(NP)","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","","18-29","h","superieur","etudiant"
"Voter 35908","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","40-49","f","superieur","public"
"Voter 35909","1","(NP)","-1","(NP)","(NP)","(NP)","(NP)","0","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","f","2","40-49","f","superieur","public"
"Voter 35910","-1","(NP)","(NP)","(NP)","-1","2","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","","t","","1","18-29","f","superieur","etudiant"
"Voter 35911","(NP)","1","(NP)","(NP)","1","2","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","2","18-29","h","superieur","etudiant"
"Voter 35912","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","Emmanuel Macron","t","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","40-49","h","superieur","public"
"Voter 35913","2","(NP)","(NP)","1","(NP)","(NP)","1","(NP)","","","-1","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","7","18-29","h","secondaire","etudiant"
"Voter 35914","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","abstention","f","f","","","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","30-39","h","superieur","autre"
"Voter 35915","(NP)","","(NP)","(NP)","","","(NP)","(NP)","","","","François Fillon","t","f","","2","François Fillon","f","f","","blanc","","","","","","18-29","f","superieur","etudiant"
"Voter 35916","1","(NP)","(NP)","(NP)","1","(NP)","1","(NP)","","","2","abstention","f","f","","","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","f","1","30-39","h","superieur","autre"
"Voter 35917","","(NP)","(NP)","","(NP)","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","","","","","","30-39","h","superieur","public"
"Voter 35918","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","50-59","f","superieur","public"
"Voter 35919","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","f","superieur","etudiant"
"Voter 35920","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","","Benoît Hamon","f","f","j'ai voté par fidélité politique","1","Benoît Hamon","f","f","","Emmanuel Macron","","","","","","50-59","f","superieur","liberal"
"Voter 35921","(NP)","(NP)","1","1","(NP)","(NP)","(NP)","1","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","1","50-59","f","superieur","public"
"Voter 35922","","(NP)","(NP)","(NP)","","","(NP)","(NP)","","","","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","blanc","","","","","","50-59","f","superieur","prive"
"Voter 35923","(NP)","(NP)","","","(NP)","(NP)","(NP)","","","","","Emmanuel Macron","f","f","pour ne pas avoir à voter Fillon ou Mélenchon au 2ème tour contre Le Pen","2","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","60-69","h","superieur","prive"
"Voter 35924","1","(NP)","2","(NP)","(NP)","2","(NP)","(NP)","","","-2","Emmanuel Macron","f","t","","2","Emmanuel Macron","t","f","","Emmanuel Macron","t","t","t","t","2","60-69","h","superieur","prive"
"Voter 35925","(NP)","(NP)","","","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","","","","","","18-29","h","superieur","etudiant"
"Voter 35926","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","","Emmanuel Macron","f","t","","1","Emmanuel Macron","t","f","","Emmanuel Macron","","","","","","18-29","h","superieur","etudiant"
"Voter 35927","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","h","superieur","public"
"Voter 35928","(NP)","(NP)","","","(NP)","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","","30-39","h","superieur","public"
"Voter 35929","(NP)","(NP)","","","(NP)","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","programme cohérent à l'intèrieur et extèrieur 
MACRON aucune po internationale 
sauf europ","1","Jean-Luc Mélenchon","f","f","programme cohérent à l'intèrieur et extèrieur 
MACRON aucune po internationale 
sauf europ","blanc","","","","","","60-69","h","secondaire","nspp"
"Voter 35930","(NP)","","(NP)","(NP)","","(NP)","","(NP)","","","","Emmanuel Macron","t","f","","1","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","30-39","h","superieur","prive"
"Voter 35931","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","","Benoît Hamon","t","f","","-1","Jean-Luc Mélenchon","f","t","","blanc","","","","","","60-69","f","superieur","retraite"
"Voter 35932","(NP)","0","(NP)","(NP)","0","(NP)","1","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","f","t","t","3","18-29","h","superieur","public"
"Voter 35933","","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","Benoît Hamon","t","f","","-1","Emmanuel Macron","f","t","","Emmanuel Macron","","","","","","50-59","h","superieur","public"
"Voter 35934","(NP)","","(NP)","(NP)","","(NP)","","(NP)","","","","Marine Le Pen","t","f","","2","Marine Le Pen","f","f","","Marine Le Pen","","","","","","18-29","f","superieur","etudiant"
"Voter 35935","","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","Benoît Hamon","t","f","","1","Benoît Hamon","f","t","","Emmanuel Macron","","","","","","18-29","h","superieur","public"
"Voter 35936","(NP)","(NP)","1","1","(NP)","-1","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","t","t","f","f","2","40-49","h","superieur","liberal"
"Voter 35937","","(NP)","(NP)","(NP)","","","(NP)","(NP)","","","","Jean-Luc Mélenchon","f","t","","-1","Benoît Hamon","t","f","","Emmanuel Macron","","","","","","18-29","h","superieur","etudiant"
"Voter 35938","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","ne se prononce pas","t","f","","2","Jean-Luc Mélenchon","f","f","","Marine Le Pen","","","","","","18-29","h","superieur","public"
"Voter 35939","","(NP)","","(NP)","(NP)","(NP)","","(NP)","","","","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","abstention","","","","","","60-69","h","superieur","retraite"
"Voter 35940","(NP)","(NP)","","","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","60-69","h","superieur","retraite"
"Voter 35941","","(NP)","(NP)","","(NP)","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","ne se prononce pas","","","","","","18-29","f","superieur","chomage"
"Voter 35942","0","(NP)","(NP)","(NP)","1","(NP)","(NP)","2","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","abstention","t","f","f","t","1","60-69","h","superieur","retraite"
"Voter 35943","-1","(NP)","(NP)","1","(NP)","(NP)","(NP)","0","","","-2","Emmanuel Macron","f","f","Les deux choix précédent, hésitation Macron/Mélenchon","1","Jean-Luc Mélenchon","t","f","","Emmanuel Macron","t","t","f","f","4","18-29","h","superieur","etudiant"
"Voter 35944","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","","Emmanuel Macron","t","f","","1","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","18-29","f","superieur","etudiant"
"Voter 35945","(NP)","","(NP)","(NP)","","","(NP)","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","","","","","","18-29","h","nspp","liberal"
"Voter 35946","(NP)","(NP)","","","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","h","superieur","autre"
"Voter 35947","0","(NP)","(NP)","0","(NP)","(NP)","0","(NP)","","","0","Emmanuel Macron","t","f","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","6","18-29","h","superieur","prive"
"Voter 35948","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","t","f","","Emmanuel Macron","","","","","","18-29","h","superieur","public"
"Voter 35949","(NP)","(NP)","","","(NP)","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","f","superieur","etudiant"
"Voter 35950","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","","Emmanuel Macron","f","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","18-29","h","superieur","prive"
"Voter 35951","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","Jean Lassalle","t","f","","1","Jean Lassalle","t","f","","blanc","","","","","","18-29","h","superieur","etudiant"
"Voter 35952","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","t","","1","Jean-Luc Mélenchon","f","f","","ne se prononce pas","","","","","","18-29","h","superieur","etudiant"
"Voter 35953","2","(NP)","(NP)","(NP)","-2","(NP)","0","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","f","t","t","4","30-39","h","superieur","public"
"Voter 35954","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","f","superieur","chomage"
"Voter 35955","(NP)","","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","","18-29","h","superieur","prive"
"Voter 35956","(NP)","-1","(NP)","(NP)","2","1","(NP)","(NP)","","","-2","Benoît Hamon","t","t","et gouverner sans avoir tout le monde à dos ensuite.","-2","Jean-Luc Mélenchon","f","t","","abstention","t","f","t","t","2","30-39","h","superieur","liberal"
"Voter 35957","(NP)","1","(NP)","(NP)","1","(NP)","2","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","t","","","3","18-29","h","superieur","prive"
"Voter 35958","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","","abstention","f","f","","-1","blanc","t","f","","blanc","","","","","","18-29","f","superieur","prive"
"Voter 35959","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","abstention","","","","","","40-49","h","superieur","liberal"
"Voter 35960","","(NP)","","(NP)","(NP)","(NP)","","(NP)","","","","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","40-49","f","superieur","prive"
"Voter 35961","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","f","superieur","etudiant"
"Voter 35962","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","30-39","h","superieur","public"
"Voter 35963","0","(NP)","1","(NP)","(NP)","(NP)","0","(NP)","","","0","Benoît Hamon","t","f","","1","Benoît Hamon","f","f","J'aurais préféré voter pour un candidat écologiste","Emmanuel Macron","t","t","t","t","4","50-59","h","superieur","public"
"Voter 35964","1","(NP)","(NP)","-1","(NP)","1","(NP)","(NP)","","","-1","Benoît Hamon","t","f","","2","","f","f","","Emmanuel Macron","t","t","","","3","50-59","h","superieur","public"
"Voter 35965","(NP)","","(NP)","(NP)","","","(NP)","(NP)","","","","Emmanuel Macron","f","t","","2","","t","f","","Emmanuel Macron","","","","","","40-49","f","superieur","public"
"Voter 35966","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","50-59","h","superieur","prive"
"Voter 35967","(NP)","(NP)","","","(NP)","(NP)","(NP)","","","","","Philippe Poutou","t","f","","2","Philippe Poutou","f","f","","blanc","","","","","","60-69","f","superieur","retraite"
"Voter 35968","(NP)","(NP)","","","(NP)","","(NP)","(NP)","","","","Marine Le Pen","f","t","","-1","Philippe Poutou","t","f","","ne se prononce pas","","","","","","60-69","f","secondaire","public"
"Voter 35969","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","t","f","","Emmanuel Macron","","","","","","40-49","h","superieur","public"
"Voter 35970","(NP)","2","(NP)","(NP)","","(NP)","","(NP)","","","1","Philippe Poutou","t","f","","2","Philippe Poutou","f","f","","blanc","","t","t","","0","60-69","f","superieur","retraite"
"Voter 35971","(NP)","(NP)","","","(NP)","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","h","superieur","prive"
"Voter 35972","1","(NP)","(NP)","(NP)","2","-1","(NP)","(NP)","","","-2","","f","t","","1","","t","f","","","","","t","","1","30-39","f","superieur","public"
"Voter 35973","0","(NP)","(NP)","(NP)","2","(NP)","(NP)","1","","","1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","3","18-29","h","superieur","prive"
"Voter 35974","(NP)","(NP)","","","(NP)","","(NP)","(NP)","","","","Jean-Luc Mélenchon","t","f","","1","","f","t","","Emmanuel Macron","","","","","","18-29","h","superieur","etudiant"
"Voter 35975","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","Benoît Hamon","t","f","parlait sortie nucléaire et énergies renouvelables -pas populiste comme Mélenchon","2","Benoît Hamon","f","f","","Emmanuel Macron","","","","","","50-59","f","superieur","prive"
"Voter 35976","(NP)","(NP)","","","(NP)","","(NP)","(NP)","","","","Emmanuel Macron","t","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","18-29","f","superieur","etudiant"
"Voter 35977","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","","Benoît Hamon","t","f","","1","Benoît Hamon","f","f","J'aurais pu voter un candidat plus apte à passer au second tour","Emmanuel Macron","","","","","","18-29","h","superieur","etudiant"
"Voter 35978","-1","(NP)","(NP)","(NP)","-1","1","(NP)","(NP)","","","0","Benoît Hamon","t","f","Je savais qu'il n'avait aucune chance pour le second tour. Effacement des non-extrêmes !","2","Benoît Hamon","f","f","Je tiens à pouvoir voter selon mes idées et non par utilité ....","Emmanuel Macron","t","t","t","","3","+70","h","superieur","retraite"
"Voter 35979","0","(NP)","1","(NP)","(NP)","2","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","1","Jean-Luc Mélenchon","f","t","","Emmanuel Macron","t","f","t","t","4","18-29","h","superieur","etudiant"
"Voter 35980","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","","f","f","","","","f","f","","","","","","","","","","",""
"Voter 35981","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","Marine Le Pen","t","f","","2","Marine Le Pen","f","f","je suis totalement satisfaite de mon choix du 1er tour","Marine Le Pen","","","","","","50-59","f","secondaire","prive"
"Voter 35982","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","","","","","","40-49","f","secondaire","prive"
"Voter 35983","","(NP)","(NP)","(NP)","","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","","18-29","h","superieur","prive"
"Voter 35984","","(NP)","(NP)","(NP)","","","(NP)","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","","18-29","f","superieur","etudiant"
"Voter 35985","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","Benoît Hamon","t","f","","-1","Jean-Luc Mélenchon","f","t","","Emmanuel Macron","","","","","","40-49","f","superieur","public"
"Voter 35986","(NP)","(NP)","1","1","(NP)","(NP)","(NP)","0","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","t","t","t","f","","40-49","f","secondaire","prive"
"Voter 35987","1","(NP)","0","(NP)","(NP)","(NP)","(NP)","2","","","-1","Jean-Luc Mélenchon","f","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","f","t","t","0","18-29","h","superieur","prive"
"Voter 35988","0","(NP)","1","(NP)","(NP)","(NP)","(NP)","2","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","f","0","18-29","f","superieur","etudiant"
"Voter 35989","(NP)","(NP)","1","2","(NP)","(NP)","0","(NP)","","","-2","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","blanc","t","f","t","f","2","30-39","h","secondaire","chomage"
"Voter 35990","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","","","","","","40-49","f","superieur","public"
"Voter 35991","","(NP)","(NP)","","(NP)","(NP)","","(NP)","","","","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","","","","","","30-39","h","superieur","prive"
"Voter 35992","","(NP)","","(NP)","(NP)","(NP)","","(NP)","","","","ne se prononce pas","t","f","","2","ne se prononce pas","f","f","","blanc","","","","","","60-69","","","prive"
"Voter 35993","(NP)","(NP)","","","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","30-39","h","superieur","public"
"Voter 35994","(NP)","2","(NP)","(NP)","-1","(NP)","(NP)","1","","","-1","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","t","t","t","t","3","40-49","f","superieur","prive"
"Voter 35995","(NP)","","(NP)","(NP)","","","(NP)","(NP)","","","","abstention","t","f","Non vote idéologique d’extrême gauche.","2","abstention","f","f","","abstention","","","","","","18-29","h","superieur","chomage"
"Voter 35996","0","(NP)","(NP)","0","(NP)","(NP)","(NP)","2","","","-1","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","t","t","t","t","2","30-39","h","superieur","liberal"
"Voter 35997","1","(NP)","1","(NP)","(NP)","(NP)","(NP)","1","","","-2","Emmanuel Macron","t","f","","-1","Benoît Hamon","f","t","","Emmanuel Macron","t","t","f","t","1","18-29","f","superieur","chomage"
"Voter 35998","1","(NP)","(NP)","(NP)","1","(NP)","(NP)","0","","","0","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","3","18-29","h","superieur","etudiant"
"Voter 35999","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","Emmanuel Macron","f","t","","1","Emmanuel Macron","t","f","","Emmanuel Macron","","","","","","30-39","f","superieur","public"
"Voter 36000","(NP)","(NP)","1","1","(NP)","(NP)","-1","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","f","f","f","1","30-39","h","superieur","liberal"
"Voter 36001","(NP)","","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","f","superieur","autre"
